Entity Status,Name,Unique Entity ID,Expiration Date,NAICS Code,Address Line 1,Address Line 2,City,State/Province,Zip Code,Source
Inactive,"Eagle Design Innovation, LLC",SW6FHQWK8UX5,1/15/20,334111,45 Senn Dr,,Chester Springs,PA,19425,
Inactive,Nexes Manufacturing Solutions LLC,P2MYCFP1SYY3,1/30/14,334412,2909 Bryer Ridge Ct,,Export,PA,15632,
Inactive,"Ortho-Tag, Inc.",YFL1PZPH5U25,11/29/13,334510,6601 Ohio River Blvd,,PITTSBURGH,PA,15202,
Inactive,I2R Electronics Inc.,QGN4QCHTHU14,4/14/23,334220,7448 Industrial Park Way,,Macungie,PA,18062,
Inactive,"JHB Services, Inc.",WKSRBU9JFLT3,9/4/18,236220,126 Cobham Ln,,Cabot,PA,16023,
Active,IED DETECTION SYSTEMS LLC,TK49JUGDZ9L3,11/23/23,334511,516 RIDGE RD,,SPRING CITY,PA,19475,
Active,Microsemi Soc Corp.,NMGCQG42LU95,11/15/23,334413,3500 Winchester Rd Ste 400,,Allentown,PA,18104,
Inactive,Taasera Inc,WQBRZPCVTWE9,1/11/17,334118,1030 State St,,Erie,PA,16501,
Inactive,As Global Corporation,U67LRNJ7GKG1,8/25/20,238210,417 State Street,,Erie,PA,16501,
Inactive,"Ark Ideaz, Inc. ",YMAFFM9E9MB4,7/3/14,334614,1198 Chestershire Pl ,,Pottstown,PA,19465,
Inactive,"Focal Technologies, LLC",M2YMU4YN8836,4/15/14,238210,8556 Temple Rd,,Philadelphia,PA,19150,
Active,KVG LLC,HERXJEEWZFL7,5/23/24,236220,180 REDDING LN,,GETTYSBURG,PA,17325,
Inactive,Pergamon Corp,CLNAFL45CCD9,6/30/22,334418,"380 Crooked Lane, unit 3",,King of Prussia,PA,19406,
Inactive,BirdBrain Technologies LLC,EU8LUTPR8QJ5,6/4/22,334118,7501 Penn Ave Ste 201,,Pittsburgh,PA,15208,
Inactive,J-Factor Embedded Technologies Inc.,L3VKA1BMR1N5,10/9/21,334418,1441 Laura Ln Ste 201,,Pottstown,PA,19464,
Inactive,HSCS INC. ,FYF5KJY9T4K3,4/9/16,334220,10522 MEINERT RD ,,WEXFORD,PA,15090,
Active,CURRENT DESIGNS INC ,GE8FWPB8QJN5,12/7/23,334510,3950 Haverford Ave ,,PHILADELPHIA,PA,19104,
Inactive,U.S. Marine Veteran Sourcing LLC ,MSC2RG37UEA7,7/24/20,334513,544 Rocky Ridge Road ,,Spring Grove,PA,17362,
Inactive,"GENERAL CABLE INDUSTRIES, INC.",YQC5DEX2ZJH4,10/11/19,331491,3101 PLEASANT VALLEY BLVD,,ALTOONA,PA,16602,
Inactive,PHIL LOK FASTENER,VMSLUKJCYAP1,9/27/14,212313,332 OAKLAWN DR,,PITTSBURGH,PA,15241,
Inactive,Technology Research Associates ,XJ44FJNR4QC8,5/10/16,334417,"34 Turnstone Way, Ste 100 ",,Downingtown,PA,19335,
Active,FORNEY LP,YDEFRX2GSZY7,6/6/24,334516,2050 JACKSONS POINTE CT,,ZELIENOPLE,PA,16063,
Active,SYNERGY MEDIA GROUP LLC,N8AFS4EN4M27,5/7/24,238210,301 BRUSH CREEK RD,,WARRENDALE,PA,15086,
Inactive,METER GUY LLC,JUFSWM4SZNS1,10/22/13,334514,5758 GLEN OAKS DR,,NARVON,PA,17555,
Inactive,"INTEGRATED SYSTEMS & SECURITY TECHNOLOGIES, INC.",NK4SNNXVCTM1,10/21/13,238210,617 GOOSE NECK DR,,LITITZ,PA,17543,
Inactive,"LIGHTFACTION, LLC",ZLDVLQEFGZZ8,12/16/13,334210,470 BOOT RD UNIT 529,,DOWNINGTOWN,PA,19335,
Inactive,Eznergy LLC,LN4EDLVKRK15,2/8/17,221112,411 Shipwrighter Way,,Lansdale,PA,19446,
Active,Z AXIS CONNECTOR CO,KN9WRXR74M36,6/13/24,334417,345 IVYLAND RD,,WARMINSTER,PA,18974,
Inactive,NanoGrass Solar LLC,KNQTJU8FS6N7,4/6/23,334413,860 Skyline Dr,,Erdenheim,PA,19038,
Active,BRANDYWINE PHOTONICS LLC,E43JPAY7M493,11/29/23,334511,1220 WARD AVE,STE 250,WEST CHESTER,PA,19380,
Active,ALTAMIRA LTD,SJBBAA8MBMU4,2/7/24,334516,517 MCNEILLY RD,,PITTSBURGH,PA,15226,
Inactive,"BUZZELLI GROUP, LLC",D6HJPKAHKVM7,8/20/15,237120,3214 LATONIA AVE,,PITTSBURGH,PA,15216,
Active,"JOHN A. ROMEO & ASSOCIATES, INC.",W875W2YRMUC4,3/8/24,334419,890 Pittsburgh Rd Ste 7,,Butler,PA,16002,
Inactive,"LNC TECHNOLOGIES, LLC",LPGELQLEC5R3,1/6/18,325910,146 YELLOW BREECHES DR,,CAMP HILL,PA,17011,
Inactive,Q Card Company,KCDJEATQ7B87,2/7/18,334515,301 Reagan St,,SUNBURY,PA,17801,
Active,APC International Ltd,C2B2CAMBFAR3,9/28/23,334419,213 Duck Run Rd,,Mackeyville,PA,17750,
Inactive,SALMEN TECH CO INC,TKGXXKGKMHG2,5/23/18,213112,533 N ST,,BETHEL PARK,PA,15102,
Inactive,"SMC Direct, LLC ",MDEMY4CG9JV8,2/17/23,325412,143 Wagner Rd ,,Evans City,PA,16033,
Inactive,"American Micro Industries, Inc.",FAXUN53ZNPD1,12/29/21,332710,440 Ramsey Ave,,Chambersburg,PA,17201,
Inactive,AQUATECH SCIENTIFIC INSTRUMENTS LLC,LMPJMBKHSV36,5/29/15,334519,8 PROGRESS DRIVE,,MORRISVILLE,PA,19067,
Active,Audiometric Instrument Specialists LLC,T138UNQL7NM7,3/31/24,334510,4460 DUNMORE DR,,HARRISBURG,PA,17112,
Inactive,INSITUVUE INC.,RNMFBFCMPEL3,4/3/14,334510,"700 RIVER AVENUE, SUITE 237",,PITTSBURGH,PA,15212,
Active,EVERIGHT POSITION TECHNOLOGIES CORP,NNWEYKD781V8,12/12/23,334516,29 BALA AVE,STE 124,BALA CYNWYD,PA,19004,
Inactive,SEEGER TECH SOLUTIONS,KARAY22NMV93,4/10/19,334111,240 CRIMSON CT,,LEBANON,PA,17042,
Inactive,Momentum Dynamics Corporation,DAUSH1BNBGY9,4/20/19,221118,3 Pennsylvania Ave,,Malvern,PA,19355,
Active,GLIDEPATH TECHNOLOGIES INC,PJ6CX1ZHMNK5,12/29/23,334511,1740 MULBERRY ST,,HARRISBURG,PA,17104,
Inactive,"E Instruments International, LLC",SLUYAHSNXYA3,3/6/21,334419,402 Middletown Blvd Ste 216,,Langhorne,PA,19047,
Active,TRANSICOIL LLC,G6YAT4UZY6X7,12/28/23,334511,9 IRON BRIDGE DR,,COLLEGEVILLE,PA,19426,
Active,"DK Environmental & Construction Services, Inc",CZT2L5UTPPB3,3/19/24,221114,245 Market Street,Suite 100,JOHNSTOWN,PA,15902,
Active,NONLETHAL TECHNOLOGIES INC,MXQBJMJ2J4L8,11/17/23,325199,9419 ROUTE 286 HWY W,,HOMER CITY,PA,15748,
Active,"Srivatava, Vinod",N6H2F4HJK7M8,2/24/24,332911,1004 Alton Ct,,Export,PA,15632,
Active,"ROSENBERGER NORTH AMERICA AKRON, LLC",VEBVY3NMFML5,5/3/24,334417,309 COLONIAL DR,,AKRON,PA,17501,
Active,BHAYANA BROTHERS LLC,FK7ENPEC32C5,6/12/24,115114,65 W MANILLA AVE,,PITTSBURGH,PA,15220,
Active,"ALIGN PRECISION-PHILADELPHIA, LLC",HH6EBEUC8PH3,4/16/24,332313,3063A PHILMONT AVE,,HUNTINGDON VALLEY,PA,19006,
Inactive,"ReGear Life Sciences, Inc. ",HUKNDMK3F956,8/19/14,334510,651 HOLIDAY DR STE 300 ,,PITTSBURGH,PA,15220,
Active,"Vishay Precision Foil, Inc.",N822CYDL2MX6,11/10/23,334416,3 Great Valley Pkwy Ste 150,,Malvern,PA,19355,
Inactive,Ephemeron Labs Inc.,JSUGTFMTTA88,11/18/22,334515,"3525 I street, Ste 07",,Philadelphia,PA,19134,
Inactive,Devilbiss Healthcare LLC,C8B6SR4UJ665,11/3/17,334510,100 Devilbiss Dr,,Somerset,PA,15501,
Active,MICROWAVE MEASUREMENT SYSTEM LLC,YMA2KK7DKUY6,12/5/23,334515,2597 CLYDE AVE,STE 2,STATE COLLEGE,PA,16801,
Active,WEATHER REPUBLIC LLC,RAJMDJ3YPA73,3/24/24,334519,1406 BEECHWOOD DR,,COATESVILLE,PA,19320,
Inactive,Kitron Technologies Inc.,L6D1PGUQMMV9,3/20/23,238990,345 Pomroys Dr,,Windber,PA,15963,
Inactive,"PDIR, INC.",GS7BKJE78VJ5,1/3/17,334513,200 GIBRALTAR RD STE 325,,HORSHAM,PA,19044,
Active,CORESTAR INTERNATIONAL CORPORATION,WS6GKYJKNJ29,1/31/24,334519,1044 SANDY HILL RD,,IRWIN,PA,15642,
Inactive,Incident Control Systems,QMK5LBHNTKH3,12/4/13,237130,911 Waring Dr,,Delaware Water Gap,PA,18327,
Inactive,"API Defense USA, Inc.",QQJLEEKK4JK5,12/6/19,334418,345 Pomroys Dr,,Windber,PA,15963,
Inactive,"COTS Solutions, LLC",QV31VCNUR4A9,1/6/22,334516,4460 Linglestown Rd,,Harrisburg,PA,17112,
Inactive,"MY SOURCE, INC.",Y3GULPTAV5H8,10/2/21,332618,100 ROSE LN,,SPRINGFIELD,PA,19064,
Active,RED LION CONTROLS INC,DEMPASJW3DT9,1/9/24,334210,20 WILLOW SPRINGS CIR,,YORK,PA,17406,
Inactive,"Alm Machine, Inc.",WJDALB96CPC6,6/6/17,334515,2173 Philipsburg Bigler Hwy,,Philipsburg,PA,16866,
Inactive,Coleman Laboratories LLC,F3LBDJWS59L5,12/17/22,334510,1150 1st Ave Ste 501,,King of Prussia,PA,19406,
Inactive,"SCITECH ASSOCIATES HOLDINGS, INC.",N2FJQYQD6XV6,9/17/16,221114,232 WOODLAND DR,,STATE COLLEGE,PA,16803,
Active,"Continental Tide Defense Systems, Inc.",HDZXB33A1SW5,2/27/24,334513,2 MERIDIAN BLVD,STE 110,Wyomissing,PA,19610,
Active,PERATON TECHNOLOGY SERVICES INC.,KXRRR28NB974,3/20/24,236220,720 VANDENBURG RD,,KING OF PRUSSIA,PA,19406,
Active,"Homeland Manufacturing Services, Inc.",Z6LGNEJZMZZ3,4/2/24,334418,300 PENNTECH DR # 1,,BELLEFONTE,PA,16823,
Inactive,Fiberoptics.com Inc,VTNEN49D1ZU4,11/10/22,334220,121 Park Ave,,Quakertown,PA,18951,
Active,"K & C COMMUNICATIONS, INC",J6LBA53E3FA6,11/22/23,334220,4120 SWATARA DR,,HARRISBURG,PA,17113,
Active,APOGEE LABS INC,LNL4QL6AG927,3/7/24,334112,210 S 3RD ST,,NORTH WALES,PA,19454,
Inactive,Nu Visions International Inc,NJJBB4AW88L4,2/9/23,237130,10 Buist Rd Ste 403,,Milford,PA,18337,
Inactive,"Ribarchik, John",VKRWQJBFH158,7/25/22,238290,1606 Manning Blvd Ste C2,,Levittown,PA,19057,
Active,"Amphenol Thermometrics, Inc.",YDVUHF6DPM63,5/10/24,334413,967 WINDFALL RD,,SAINT MARYS,PA,15857,
Active,GALAXY WIRE & CABLE INC,ZD32X4WK2J61,6/1/24,334419,903 SHEEHY DR,STE E,HORSHAM,PA,19044,
Active,VEKTRON CORP,CCN6JCNNA8W4,11/25/23,334418,83 BLAISES GATE DR,,CHURCHVILLE,PA,18966,
Inactive,"CUSTOM SYSTEMS TECHNOLOGY, INC. ",FXHTNEAWFXR3,6/10/14,334220,3075 ADVANCE LN ,,COLMAR,PA,18915,
Active,"CASHFLOW SOLUTIONS, LLC",GB4LQTKPRK15,10/11/23,334510,9 LACRUE AVE,STE 105,GLEN MILLS,PA,19342,
Active,WITMER PUBLIC SAFETY GROUP INC,MMERGS8TBBY7,5/17/24,314999,104 INDEPENDENCE WAY,,COATESVILLE,PA,19320,
Inactive,Instrumentation Technical Services Inc,DD9GCQMDQ518,11/16/21,334515,20 Hagerty Blvd Ste 1,,West Chester,PA,19382,
Active,"APPLIED VIDEO TECHNOLOGY, INC.",DCV7DZGGRMV5,2/7/24,334220,2218 KIMBERTON RD,,KIMBERTON,PA,19442,
Active,ATLAS INSTRUMENT CO INC,CE3MRJVN77N5,3/19/24,332722,144 OYLER DR,,CHAMBERSBURG,PA,17201,
Active,"Media Plumbing & Heating, Inc.",ZMNPZJK8YVN3,11/10/23,236220,12 Creek Pkwy Ste 300,,BOOTHWYN,PA,19061,
Inactive,"OPTIXTAL, INC",P8PNDEGG5SQ5,6/2/17,334419,1901 S 54TH ST,,PHILADELPHIA,PA,19143,
Active,COMPU-GEN TECHNOLOGIES INC,Q6VTJ4RJQGF4,2/22/24,334111,515 W 4TH ST,,WILLIAMSPORT,PA,17701,
Inactive,National Energy Solutions. Inc.,MEBPA7EQ45M7,1/26/22,238210,245 Lower Morrisville Rd,,LEVITTOWN,PA,19054,
Active,PURELAND SUPPLY LLC,NWH1LJDF43V1,4/13/24,334310,210 GALE LN,,KENNETT SQUARE,PA,19348,
Active,ChemImage Corporation,VK8BTHS39FH3,10/10/23,334511,7325 PENN AVE # 200,,PITTSBURGH,PA,15208,
Active,"Onix, Inc.",RZS9JLUL5FD3,2/16/24,236220,238 Shafer Rd,,Coraopolis,PA,15108,
Active,"B. Moyer Radio Communications, LLC",VBUYM233ZKK5,3/23/24,334220,21 North College Street,,Palmyra,PA,17078,
Inactive,"KMD ASSOCIATES, LLC ",K4WKF41FHGH2,7/22/16,334516,573 W ABBOTTSFORD AVE ,,PHILADELPHIA,PA,19144,
Active,"Biomeme, Inc.",WKMXPY532T54,11/8/23,325413,401 N Broad St Ste 222,,Philadelphia,PA,19108,
Inactive,"Avere Systems, Inc. ",ES6MDVZTKBH4,6/21/19,334112,910 River Avenue ,,Pittsburgh,PA,15212,
Inactive,LAVALUX INC. ,F7BHRE8FX5K1,7/3/15,221320,1693 MERCHANT ST ,,AMBRIDGE,PA,15003,
Inactive,Griggs Aircraft Refinishing LLC ,NVJ4CLCAHKY9,9/5/14,332812,17 Runway Rd ,,Tunkhannock,PA,18657,
Active,"J.B. Anderson & Son, Inc.",DYU1ZZQG2HY7,3/21/24,326140,115 Railroad St,,Irwin,PA,15642,
Inactive,DUFFY POWER LLC ,V3K9LAEDUS33,7/30/14,334416,3 JENNIFER LN ,,SOUTHAMPTON,PA,18966,
Inactive,Proxima Technologies,KW7VV7ET26V1,3/13/14,334519,5194 Blue Hill Rd,,Glenville,PA,17329,
Inactive,Gray Connective Inc,LTU3S89EA1L7,3/4/14,237130,1350 Tatamy Rd,,EASTON,PA,18045,
Inactive,"PMD HEALTHCARE, INC.",YMWQBLW4TCZ4,7/1/15,334519,6620 GRANT WAY,,ALLENTOWN,PA,18106,
Inactive,Medways Co.,EG96DGLK8R63,4/2/14,313210,3212 Laurel Dr,,Glenshaw,PA,15116,
Inactive,Technology Analysis Corporation ,N8A7L8DG2MW8,6/10/15,238210,1127 Mid Valley Drive ,,Olyphant,PA,18447,
Inactive,Automated Security Alert Inc,XVMHWM6HX8F8,3/31/15,334510,3500 MAIN ST STE 2,,HOMESTEAD,PA,15120,
Active,MBDM INC,WWNMGFDJPQG7,5/1/24,325211,1510 RICHMOND RD,,EASTON,PA,18040,
Active,US RESISTOR INC,CUKYFC3J8M79,11/4/23,334416,1016 DELAUM RD,,SAINT MARYS,PA,15857,
Inactive,COMPUTER SCIENCES CORPORATION,S1YCT553MY55,3/25/16,334220,218 AVIATION DRIVE,,JOHNSTOWN,PA,15902,
Inactive,A+IMAGING SYSTEMS INC,SV6CNWXJ8F21,3/6/15,334310,35 CHANDLER ST,,JENKINTOWN,PA,19046,
Inactive,"AISCENT, LLC",HVAJNL6SYN84,11/8/16,334418,15 NORTH CHERRY LN,,YORK,PA,17401,
Inactive,KYMBER TECHNOLOGIES,M84XQSD2SC19,12/30/15,237130,2407 LAKESIDE DR,,HARVEYS LAKE,PA,18618,
Inactive,"KERA THIN, LLC",L9ENDD8EU3L8,9/17/16,334510,2501 SEAPORT DR,,CHESTER,PA,19013,
Inactive,TRITON ETD LLC,FYA9THBRK9U6,10/25/16,334220,9999 HAMILTON BLVD BLDG 3 STE 30,,BREINIGSVILLE,PA,18031,
Active,ICE QUBE INC,YLBNTW1NHZN6,11/15/23,333415,141 WILSON AVE,,GREENSBURG,PA,15601,
Inactive,"AMERICAN CABLE SYSTEMS, LLC",D2L2MCP9EUJ3,12/14/21,332999,1200 E Erie Ave,,Philadelphia,PA,19124,
Active,"METAPHASE TECHNOLOGIES, INC",W3MJW7U1JK96,11/4/23,334413,200 RITTENHOUSE CIRCLE,UNIT 7,BRISTOL,PA,19007,
Inactive,"RIO VISTA MANAGEMENT, L.L.C.",CNM2XFDEUA38,11/21/19,221320,316 Warner Rd.,,Tannersville,PA,18372,
Inactive,Kongsberg Integrated Tactical Systems Inc.,PXMHANJZ93E1,6/4/20,334118,210 INDUSTRIAL PARK RD STE 105,,JOHNSTOWN,PA,15904,
Inactive,"Ladisch Corporation, Inc. ",T9QCUFN8EL46,4/5/18,332911,292 Baldy Hill Rd ,,Alburtis,PA,18011,
Inactive,DELTA INTEGRATION INC,UHJ7CK4NW8J5,1/10/18,334290,23 HOWARD AVE,,LANCASTER,PA,17602,
Inactive,R G B BUSINESS TECHNOLOGY SOLUTIONS,FRSMQK7JMNN5,9/15/20,334220,7948 OXFORD AVE,,PHILADELPHIA,PA,19111,
Active,FINELINE CIRCUITS INC,LUBHWBK6PT74,1/23/24,334290,1660 LORETTA AVE,,FEASTERVILLE TREVOSE,PA,19053,
Inactive,"Infogenius.com, Inc. ",M9HRGBX1L3M5,7/25/18,334290,961 Marcon Blvd Ste 400 ,,Allentown,PA,18109,
Active,MICROSTOCK INC,L2JSX6G5MMA9,1/10/24,334220,1901 W POINT PIKE,,LANSDALE,PA,19446,
Inactive,"Curvebeam, LLC",H5TLB1H3TLW1,11/5/22,334517,2800 Bronze Dr Ste 110,,Hatfield,PA,19440,
Active,"Piezo Kinetics, Inc. ",FRGZK8KA2C66,11/17/23,334419,660 E Rolling Ridge Dr ,,Bellefonte,PA,16823,
Active,Worldwide Computer Consulting Corporation,K1DYDWX1G2D5,1/27/24,238210,3675 MARKET ST,STE 200,PHILADELPHIA,PA,19104,
Active,"TRITON SENSORS, LLC",HL4ED3LQMZU4,1/27/24,334513,6426 FARMCREST LN,,HARRISBURG,PA,17111,
Active,"Everything But Stromboli, LLC",RMNWLY34D495,3/2/24,334112,105 Independence Ct Ste 101,,Lancaster,PA,17601,
Inactive,"Emergent Energy Solutions, LLC",EDF7DRLXJBC5,3/26/23,334512,831 Lincoln Ave Unit D10,,West Chester,PA,19380,
Active,CASEMATE TECHNOLOGIES LLC.,ZH8NZSK7WEC7,3/22/24,334210,2275 SWALLOW HILL RD.,SUITE 1202,PITTSBURGH,PA,15220,
Active,REDORANGE LLC,Z742EAW249L3,1/11/24,221330,580 VIRGINIA DR STE 135,,FORT WASHINGTON,PA,19034,
Active,IFTECH INVENTING FUTURE TECHNOLOGY INC.,SSABAWW2BMM4,2/3/24,334118,2000 TIOGA STREET,,COAL TOWNSHIP,PA,17866,
Active,INTEGRATED SILICON TECHNOLOGIES LLC,HE7NDNLYF921,4/8/24,334413,4244 YARMOUTH DRIVE,,ALLISON PARK,PA,15101,
Active,JB TOP FINANCIAL SOLUTIONS LLC,HGJGTRU89A79,3/30/24,237310,2802 LINCOLN HWY. E,,RONKS,PA,17572,
Active,WASSENBURG MEDICAL,JA6AAFMTPGR1,6/6/24,334510,144 RAILROAD DR,,IVYLAND,PA,18974,
Active,CINTEOT-ICS JOINT SOLUTIONS LLC,WNQDYP7CEJ98,2/22/24,236210,77 N 3RD ST,STE 101,CHAMBERSBURG,PA,17201,
Active,ALMO PROFESSIONAL A/V LLC,CJYEXMY15DZ8,2/21/24,334220,2709 COMMERCE WAY,,PHILADELPHIA,PA,19154,
Active,TERGEO TECHNOLOGIES INC.,C1KXRFTUN3P7,1/12/24,334511,4550 MANAYUNK AVENUE,,PHILADELPHIA,PA,19128,
Active,ANOTHER SUPPLY COMPANY LLC,ENWCC9AAM3J1,5/9/24,334111,1004 CUMBERLAND STREET,,CLEARFIELD,PA,16830,
Active,DEN'ZEIR & HOLLYNN EMPIRE LLC,KL7ZTSRPLRS5,12/10/23,236220,354 W. LINCOLN STREET,,EASTON,PA,18042,
Active,DA CHOCOLATE CHIC LLC,JU8JGS3XJGQ5,11/21/23,221121,"5025 N 15TH ST, APT 312",,PHILADELPHIA,PA,19141,
Active,ALLY RENTAL LLC,LD9MBTAGVTQ1,6/12/24,332999,4280 OLD WILLIAM PENN HWY,,MONROEVILLE,PA,15146,
Active,Time Man Jr. Corporation,R51CC5E8W9U5,10/23/23,236118,254 W 64th Ave,,Philadelphia,PA,19126,
Inactive,EINSTEIN & DARWIN LIMITED LIABILITY COMPANY,FXA1F1634VN3,12/3/22,334511,239 Lexington Ave,,LANSDOWNE,PA,19050,
Active,VIZMOO LLC,Q6ECEJ7JZGR8,1/6/24,334510,429 SHORTRIDGE DR,,WYNNEWOOD,PA,19096,
Active,KINETIC LOGISTICS AND CONTRACTING LLC,S5MYQ5A9DXN5,9/22/23,221111,115 ADVENTURE DRIVE,,EAST STROUDSBURG,PA,18302,
Active,GLOBAL HEALTHTECH INNOVATION INC.,M31BWM5F5G15,2/28/24,334519,1600 HORIZON DR,STE 115,CHALFONT,PA,18914,
Active,SELF OVERCOMING SOLUTIONS LLC,K4LER2J6CEP5,10/20/23,111419,6618 N 7TH ST,,PHILADELPHIA,PA,19126,
Active,ECLIPSE TEK LLC,WGBMDMTJYCW4,4/18/24,332510,122 COBBLESTONE CT.,,ALBURTIS,PA,18011,
Active,TESCO - THE EASTERN SPECIALTY COMPANY,EPBRMGVDH375,11/15/23,334515,925 CANAL ST,,BRISTOL,PA,19007,
Active,OM DIGITAL SOLUTIONS AMERICAS INC,Q4XWBK92YVX3,5/24/24,334310,306 S NEW ST,STE 110,BETHLEHEM,PA,18015,
Active,"MERCURY GOVERNOR GROUP, LLC",J2VHXD82LEV4,1/30/24,221111,135 CAROL ST,,NEW CUMBERLAND,PA,17070,
Active,MYRIAD MAGNETIC LLC,S1SNLJCXMJ95,12/18/23,334310,1901 S 9TH ST STE B02,,PHILADELPHIA,PA,19148,
Inactive,"Global Technical and Manufacturing Solutions, LLC",T8DXA6YTFE51,1/8/23,334412,16611 State Route 167,,Montrose,PA,18801,
Active,"INVICTUS OPERATIONS GROUP, LLC",D6GTSPQVLW97,3/13/24,332312,3371 STREET RD,,DOYLESTOWN,PA,18902,
Active,AMERICAN PRIDE GROUP INC,TD9RZW1P2271,1/18/24,314910,272 TITUS AVE,STE 209,WARRINGTON,PA,18976,
Inactive,SEITRON AMERICAS INC,JLZXRWLC7QL1,5/6/23,334513,4622 E STREET RD,,FEASTERVILLE TREVOSE,PA,19053,
Active,American Governor Company LLC,S6TFY5PJ6Q33,4/11/24,221111,27 RICHARD RD,,WARMINSTER,PA,18974,
Active,"FT Energy Controls, LLC",SERJDEH79GJ9,5/8/24,333415,5600 Howe Street,#1,Pittsburgh,PA,15232,
Active,"AITG Solutions, LLC",S5K2F4U44UN1,3/20/24,332510,533 FERNCASTLE DR,,DOWNINGTOWN,PA,19335,
Active,SENSIA LLC,QMM5QNSXR2D8,3/12/24,334513,1000 MCCLAREN WOODS DR,,CORAOPOLIS,PA,15108,
Active,"Birchrun Labs, LLC",JRY8KXJPRQQ5,3/21/24,334419,1228 Jaine Lane,,Spring City,PA,19475,
Active,"DEMONIC DICE, LLC",KQZYK87NJDJ1,4/26/24,334418,421 N LAFAYETTE AVE,,MORRISVILLE,PA,19067,
Active,Evangelist Holdings LLC,THM5VKE6XKE6,5/25/24,331110,534 ORCHARD AVENUE,,BELLEVUE,PA,15202,
Active,RJ LEE GROUP INC,H1DFZK529K81,7/23/24,334516,350 HOCHBERG RD,,MONROEVILLE,PA,15146,
Active,"ELECTRO SOFT, INC.",JUBGHV7MMHP5,7/23/24,334111,113 KEYSTONE DR,,MONTGOMERYVILLE,PA,18936,
Active,"TOP NOTCH DISTRIBUTORS, INC.",J5H4HYKRLUY9,7/23/24,334290,80 4TH ST,,HONESDALE,PA,18431,
Active,"S&G TRADING, LIMITED LIABILITY COMPANY",LJL2MLST4ED9,6/26/24,236220,8 FEDERAL FARM DR,,GARNET VALLEY,PA,19060,
Inactive,"Wilson-Groom, Inc ",NRB9J5ZS1838,3/9/16,221310,81 Stoneridge Drive ,,Ephrata,PA,17522,
Active,Voneto LLC,JJ1MSC2ACKC5,2/20/24,334210,802 KENMARA DR,,West Chester,PA,19380,
Inactive,Blue Leaf Development LLC ,NCTMN9FHLKX8,10/24/14,334418,313 Circle of Progress Dr ,,Pottstown,PA,19464,
Inactive,"SPARKNET TECHNOLOGIES, LLC ",ZZMYDKYAG9F9,11/15/14,334290,999 OLD EAGLE SCHOOL RD # 121 ,,WAYNE,PA,19087,
Inactive,Orderaid Distribution Company ,FTCHKD4M4S57,6/29/18,334417,210 Pioneer Drive ,,Lansdale,PA,19446,
Inactive,"Duttera, John ",M89LLTAHB5N6,6/28/14,238210,118 E HIGH ST ,,NEW OXFORD,PA,17350,
Inactive,"Quality Lab Accessories, LLC ",TCY3G2C4MJA8,6/19/15,334516,100 Emlen Way Ste 108 ,,Telford,PA,18969,
Active,"STRATIX SYSTEMS, INC.",WGVESCQZ7EA8,3/20/24,334210,1011 N PARK RD,,READING,PA,19610,
Inactive,TARTAN INNOVATIONS LLC ,JLRZKJ6DHL38,7/29/16,334519,1211 SPRING MEADOW LN ,,LANSDALE,PA,19446,
Active,MOGLABS USA LLC,C4JVRKSQFF13,12/15/23,334418,419 14TH ST,,HUNTINGDON,PA,16652,
Inactive,"Aviva Technology, Inc.",LQULVWQAFLY3,6/28/18,221118,"511 Abbott Dr,2 Floor W",,Broomall,PA,19008,
Inactive,Aerospace Consulting LLC ,LGAVCTF1C6E4,5/6/15,334290,4244 Salem St ,,Doylestown,PA,18902,
Active,GAME SHOW MANIA LLC,YWFMGA9HKYK7,12/2/23,334310,145 LAKE IN THE CLOUDS RD,,CANADENSIS,PA,18325,
Inactive,Pace Environmental,SVHTFZ1L3NG9,3/11/22,334513,5240 West Coplay Rd,,Whitehall,PA,18052,
Inactive,Lombardozzi Research & Development Inc. ,JKLQT1NHNLN8,11/22/19,334510,3604 State St ,,Erie,PA,16508,
Inactive,BISCO INDUSTRIES INC.,UA53RJ2AEJM3,12/12/22,325180,150 LAKE DR STE 109,,WEXFORD,PA,15090,
Active,"BISCO INDUSTRIES, INC. ",JH17V9A3NFE6,11/22/23,325180,455 Business Center Dr Ste 175 ,,HORSHAM,PA,19044,
Inactive,"Busy Beaver Building Centers, Inc. ",YQVPFNLAS3V8,1/7/16,321113,3130 William Pitt Wy ,,Pittsburgh,PA,15238,
Inactive,BID 4 BUILD ENTERPRISES LLC ,X4LLKKPY4H61,10/9/15,334614,1263 WOODSVIEW DR ,,GARNET VALLEY,PA,19060,
Inactive,"M&B Enterprise, Inc. ",K687WP8MHVE7,11/20/15,313110,1150 First Ave ,,King of Prussia,PA,19406,
Inactive,On Time Lighting ,RJ99UNKGADY7,9/3/15,332999,1349 Ford Road ,,Bensalem,PA,19020,
Inactive,Fischer Block Inc ,C7MAJVLVCJ77,9/25/15,334515,1480 Bellemeade Dr ,,Royersford,PA,19468,
Inactive,Millsboro Lumber & Hardware ,UJCAKM1MVWX8,9/10/15,236115,Rte 88 S & Ferry St ,,Millsboro,PA,15348,
Inactive,"ASJM Enterprises, LLC ",LLDCTPMABHX6,10/22/15,333314,806 Ridge Valley Rd ,,Sellersville,PA,18960,
